BARL,DDR_CORP,EQUITY_RESIDENTIAL_PROPERTIES,ERH,INTC,JPY,MED,MS,STAG_INDUSTRIAL_INC,returns,variance,psharpe
0.105083074575,0.0865802542636,0.176692061536,0.202928912864,0.0331940741092,0.0377950125354,0.0860912889261,0.101590168295,0.170045152896,0.188120936611,0.1443219786,1.30348085881
0.223705969597,0.243790684684,0.187785846785,0.0716996088489,0.094881844901,0.103360964452,0.0590365863355,0.0142693139785,0.00146918041807,0.115834503341,0.167603663374,0.691121548357
0.0280688352539,0.0947314227082,0.0365371112145,0.0723878648338,0.0563259357678,0.190479225457,0.236511404185,0.272423475877,0.012534724702,0.207087725688,0.153810898176,1.34637875563
0.161726495417,0.153951165446,0.168111765116,0.0401846201031,0.109168058718,0.0221405496519,0.0771673409581,0.167856589331,0.0996934152596,0.170370117467,0.164271747419,1.03712366943
0.0258973046242,0.264311917295,0.0195492633215,0.161808881438,0.004733147705,0.244224447577,0.0886120781316,0.0498519217265,0.141011038181,0.1770864051,0.10410092786,1.70110304241
0.0776178157956,0.1925988877,0.12452557201,0.00725897193534,0.0651090111844,0.175350847765,0.151479051929,0.126311343895,0.0797484977856,0.186410899108,0.137145049282,1.35922441301
0.124324669425,0.115203853939,0.100705340536,0.0386276373871,0.181752523246,0.0940270908267,0.0354091500609,0.133914002919,0.176035731659,0.171046996426,0.141652614637,1.20751033692
0.0982091063356,0.0835037199275,0.225625892266,0.0540126856555,0.139675018523,0.116249420659,0.116352398793,0.0379665124956,0.128405245344,0.18246312354,0.147085777514,1.24052186842
0.0292453553367,0.0181277643929,0.279106786744,0.167969316344,0.0868642312746,0.139620804542,0.0133052268139,0.241967464475,0.0237930500773,0.216957793428,0.15839293369,1.36974414435
0.03470302486,0.0123996253926,0.17684312322,0.148862351505,0.147807101469,0.201340138621,0.121879900722,0.0772583303377,0.0789064038732,0.190756402831,0.128413817461,1.48548190998
0.0762047191452,0.0333614338558,0.0790008969882,0.116418534007,0.000572352594967,0.281735443954,0.0387100188174,0.0936474915571,0.280349109081,0.194524390347,0.114926725788,1.69259490352
0.00878182989542,0.0863637984244,0.19028601866,0.0996459672733,0.129547633438,0.153115941558,0.0937862519318,0.0643531132324,0.174119445587,0.21102795881,0.1348289445,1.56515323615
0.099868221833,0.159752806439,0.0904701786466,0.153070740867,0.0906268844625,0.187733936453,0.139149405965,0.0461084501559,0.0332193751775,0.15188806225,0.122263754802,1.24229836141
0.0636971133015,0.152601623104,0.133173360262,0.180371851909,0.0743753052026,0.178498218934,0.0459737022401,0.0423002781736,0.129008546874,0.173710433437,0.114920580044,1.51156941054
0.159511372399,0.0934476385531,0.0507221687438,0.0507143023405,0.209723361025,0.0674914735034,0.0872823006028,0.00307898655968,0.278028396273,0.151934012866,0.14816940334,1.02540746902
0.0503645127279,0.181413462919,0.188980126382,0.0670821016142,0.00479357962227,0.184267713859,0.0356149485648,0.231840797027,0.0556427572831,0.207195409486,0.142312145225,1.45592218541
0.186473415761,0.129965914508,0.174361874702,0.135682294639,0.180146394885,0.0442644615056,0.0477419460139,0.00349238440752,0.0978713135782,0.132246774996,0.156084742786,0.847275477636
0.0722106922897,0.121072173041,0.13557954302,0.160405390185,0.129639162363,0.0682029640464,0.188665691201,0.0355499512208,0.0886744326333,0.175865542011,0.140696405046,1.24996471625
0.123734992187,0.111669667047,0.0988627289262,0.108285296,0.187523800012,0.00359774407184,0.149662415817,0.0898069372155,0.126856418725,0.165809643549,0.150782613313,1.09966023208
0.116795705993,0.0534614998036,0.196270953945,0.00538030590799,0.109195775557,0.211712378831,0.154379888051,0.0401655660576,0.112637925854,0.17564527638,0.143951426466,1.22017044702
0.128519606413,0.0172818400611,0.122634779904,0.117307812153,0.171134789766,0.146921028417,0.0896974584355,0.109305726201,0.0971969586479,0.161218326563,0.137098771785,1.17592830675
0.143245640678,0.139890472232,0.0389760761961,0.168036738857,0.121621205465,0.109014682158,0.155702155677,0.00803364941731,0.11547937932,0.138740510526,0.135945875986,1.02055696445
0.135805716989,0.0412486414389,0.16962336407,0.165791911111,0.15000992369,0.011564174197,0.19053521592,0.087328728709,0.0480923238742,0.164376522805,0.161288363664,1.01914681921
0.11421269412,0.147933470627,0.13690530963,0.0502428734113,0.184469779865,0.121197237586,0.0294028416018,0.031574050515,0.184061742643,0.163593586521,0.134134291586,1.2196253813
0.0292066581914,0.110582038916,0.0236814431469,0.100312193657,0.184240100452,0.162439562731,0.16301806112,0.142282862779,0.0842370790078,0.184593333042,0.129730263902,1.4229010833
0.00116348996741,0.109991353404,0.131579892954,0.135447082872,0.152430808849,0.149037352766,0.105624799079,0.125652099987,0.0890731201214,0.201702181206,0.130544302178,1.54508605769
0.133993674847,0.0451475651586,0.114234824578,0.195269425648,0.0254790063747,0.0995311338217,0.156457420293,0.166199136067,0.0636878132125,0.171664022293,0.148257183444,1.15787996444
0.156454156813,0.0520451941023,0.0596605019087,0.170746267217,0.0612239421254,0.143171603326,0.196636856663,0.104040065219,0.0560214126251,0.1493145882,0.147925992736,1.0093870958
0.150426945176,0.193042552063,0.0435556869757,0.0575000325915,0.142184619072,0.15865482183,0.00983780969892,0.152970141485,0.0918273911071,0.144818292295,0.136436975662,1.06142995029
0.159648145661,0.0167744041011,0.14863657962,0.129939589257,0.093048436356,0.0487472690866,0.0932107957073,0.1568682594,0.153126520811,0.17448226289,0.1576801804,1.10655798621
0.0715133119341,0.179473683956,0.21750448972,0.0355149615012,0.0679293092737,0.187120973502,0.0963053778656,0.0317436750835,0.112894217164,0.186333606672,0.135155761621,1.3786582565
0.179627187567,0.222354372157,0.00362292886907,0.191631910665,0.0422777812227,0.137770672259,0.000736385528271,0.193827334534,0.0281514271972,0.128288906434,0.143831081921,0.891941468563
0.0204451909963,0.127750207246,0.021403074642,0.142626507436,0.107906769879,0.27821477276,0.199917104801,0.0798383344722,0.0218980377682,0.172559311639,0.117665143662,1.46652871249
0.0379151392573,0.133000389683,0.09787750063,0.165297982514,0.00801613683352,0.191187657959,0.150991992182,0.19805356301,0.0176596379305,0.195120985385,0.131381941254,1.48514311421
0.0655902461181,0.21097686353,0.0148716138163,0.027807947529,0.0801508831744,0.112907088834,0.195974354908,0.0906573224663,0.201063679624,0.189476624474,0.139989689361,1.35350414262
0.104189567747,0.199314477906,0.224474774317,0.138651631053,0.00199418101982,0.0302162365084,0.122184339223,0.0218647627518,0.157110029474,0.18620818448,0.152604268114,1.22020299158
0.0401545970688,0.230390650059,0.21975385033,0.153958475922,0.176583923631,0.0176058412405,0.121784004049,0.0146762103684,0.0250924473317,0.177735616327,0.147111336785,1.20817076515
0.0366808417411,0.0308209142932,0.044691899299,0.224971422015,0.183508124617,0.161858620056,0.0450597650846,5.96075656191e-05,0.272348805328,0.178719663771,0.112757376823,1.58499309586
0.195202811965,0.0711112330135,0.10971718103,0.146378755177,0.274639809007,0.0320511737947,0.0217619249904,0.0960000425537,0.0531370684696,0.122964610479,0.159695341218,0.769994976318
0.0302358220505,0.159166793965,0.136184865555,0.00999440967154,0.129575276678,0.137695081829,0.098915597928,0.154821595825,0.143410556498,0.208693867509,0.138773053976,1.50385007413
0.195788414951,0.0208604370367,0.173928907804,0.0348402558617,0.178089390492,0.00794550947543,0.123999120591,0.110562728834,0.153985234955,0.162401720876,0.176213009027,0.921621631528
0.154608425381,0.168913846647,0.0753962683128,0.1735631775,0.0131285485172,0.19926007703,0.0716017328674,0.0164079266635,0.127119997081,0.139562388174,0.127132937598,1.09776735133
0.0278323479333,0.20500883385,0.138817708957,0.0992072833574,0.152774296492,0.0387734539991,0.07106013449,0.188413207818,0.0781127331025,0.201368628082,0.144880895916,1.3898908259
0.142111688701,0.0540200421692,0.15564008787,0.105962298074,0.105559966422,0.120468295005,0.0641804639465,0.120564968618,0.131492189194,0.168988422478,0.144101813242,1.17270156896
0.0444742166811,0.156164786917,0.170939286469,0.147417811476,0.152797459866,0.132266943671,0.0457836775806,0.0652261056687,0.0849297116703,0.179905473519,0.126086566639,1.42684092615
0.0625215553433,0.07159182313,0.0147320945652,0.220850265866,0.155278022239,0.0315106464183,0.201632919336,0.0548180491658,0.187064623937,0.17802698714,0.13928922248,1.27811027996
0.125214602089,0.188267344478,1.77204591951e-05,0.0671933866555,0.107139461489,0.186045675169,0.151855050269,0.111520056582,0.0627467028096,0.148096615639,0.132125441557,1.12087887006
0.0805087875213,0.0881148804973,0.0690480034506,0.139255099133,0.165985620992,0.169282670212,0.127046704583,0.0912678163836,0.0694904172274,0.163361292682,0.123093805968,1.3271284562
0.105567652103,0.127105076404,0.0530589794207,0.150864460801,0.126192955069,0.166897374714,0.104419474111,0.0207705460718,0.145123481305,0.153231439147,0.119384408468,1.28351299063
0.126153462603,0.107735204177,0.0997745618689,0.11448630941,0.160546428537,0.00433037079596,0.159110626739,0.00759887342557,0.220264162444,0.167651904535,0.150216770354,1.11606649604
0.131357796192,0.103756758804,0.222063940981,0.0877980777892,0.0962860455079,0.0703025995566,0.0467820656862,0.140571446866,0.101081268618,0.179529337577,0.1553879658,1.15536191399
